PassengerId,Survived,Pclass,Sex,Age,SibSp,Parch,Embarked,TicketNum,TicketStr,FamilySize,Title
58,0,3,1,28.5,0,0,0,2697,9,0,5
59,1,2,0,5.0,1,2,2,34651,4,3,3
60,0,3,1,11.0,5,2,2,2144,4,7,2
61,0,3,1,22.0,0,0,0,2669,9,0,5
62,1,1,0,38.0,0,0,3,113572,9,0,3
63,0,1,1,45.0,1,0,2,36973,9,1,5
64,0,3,1,4.0,3,2,2,347088,9,5,2
65,0,1,1,29.684746478873237,0,0,0,17605,10,0,5
66,1,3,1,29.684746478873237,1,1,0,2661,9,2,2
67,1,2,0,29.0,0,0,2,29395,4,0,6
68,0,3,1,19.0,0,0,2,3464,14,0,5
69,1,3,0,17.0,4,2,2,3101281,9,6,3
70,0,3,1,26.0,2,0,2,315151,9,2,5
71,0,2,1,32.0,0,0,2,33111,4,0,5
72,0,3,0,16.0,5,2,2,2144,4,7,3
73,0,2,1,21.0,0,0,2,14879,22,0,5
74,0,3,1,26.0,1,0,0,2680,9,1,5
75,1,3,1,32.0,0,0,2,1601,9,0,5
76,0,3,1,25.0,0,0,2,348123,9,0,5
77,0,3,1,29.684746478873237,0,0,2,349208,9,0,5
78,0,3,1,29.684746478873237,0,0,2,374746,9,0,5
79,1,2,1,0.83,0,2,2,248738,9,2,2
80,1,3,0,30.0,0,0,2,364516,9,0,3
81,0,3,1,22.0,0,0,2,345767,9,0,5
82,1,3,1,29.0,0,0,2,345779,9,0,5
83,1,3,0,29.684746478873237,0,0,1,330932,9,0,3
84,0,1,1,28.0,0,0,2,113059,9,0,5
85,1,2,0,17.0,0,0,2,14885,22,0,3
86,1,3,0,33.0,3,0,2,3101278,9,3,6
87,0,3,1,16.0,1,3,2,6608,29,4,5
88,0,3,1,29.684746478873237,0,0,2,392086,25,0,5
89,1,1,0,23.0,3,2,2,19950,9,5,3
90,0,3,1,24.0,0,0,2,343275,9,0,5
91,0,3,1,29.0,0,0,2,343276,9,0,5
92,0,3,1,20.0,0,0,2,347466,9,0,5
93,0,1,1,46.0,1,0,2,5734,30,1,5
94,0,3,1,26.0,1,2,2,2315,4,3,5
95,0,3,1,59.0,0,0,2,364500,9,0,5
96,0,3,1,29.684746478873237,0,0,2,374910,9,0,5
97,0,1,1,71.0,0,0,0,17754,10,0,5
98,1,1,1,23.0,0,1,0,17759,10,1,5
99,1,2,0,34.0,0,1,2,231919,9,1,6
100,0,2,1,34.0,1,0,2,244367,9,1,5
101,0,3,0,28.0,0,0,2,349245,9,0,3
102,0,3,1,29.684746478873237,0,0,2,349215,9,0,5
103,0,1,1,21.0,0,1,2,35281,9,1,5
104,0,3,1,33.0,0,0,2,7540,9,0,5
105,0,3,1,37.0,2,0,2,3101276,9,2,5
106,0,3,1,28.0,0,0,2,349207,9,0,5
107,1,3,0,21.0,0,0,2,343120,9,0,3
108,1,3,1,29.684746478873237,0,0,2,312991,9,0,5
109,0,3,1,38.0,0,0,2,349249,9,0,5
110,1,3,0,29.684746478873237,1,0,1,371110,9,1,3
111,0,1,1,47.0,0,0,2,110465,9,0,5
112,0,3,0,14.5,1,0,0,2665,9,1,3
113,0,3,1,22.0,0,0,2,324669,9,0,5
114,0,3,0,20.0,1,0,2,4136,9,1,3
115,0,3,0,17.0,0,0,0,2627,9,0,3
116,0,3,1,21.0,0,0,2,3101294,26,0,5
117,0,3,1,70.5,0,0,1,370369,9,0,5
118,0,2,1,29.0,1,0,2,11668,9,1,5
119,0,1,1,24.0,0,1,0,17558,10,1,5
120,0,3,0,2.0,4,2,2,347082,9,6,3
121,0,2,1,21.0,2,0,2,14879,22,2,5
122,0,3,1,29.684746478873237,0,0,2,54510,0,0,5
123,0,2,1,32.5,1,0,0,237736,9,1,5
124,1,2,0,32.5,0,0,2,27267,9,0,3
125,0,1,1,54.0,0,1,2,35281,9,1,5
126,1,3,1,12.0,1,0,0,2651,9,1,2
127,0,3,1,29.684746478873237,0,0,1,370372,9,0,5
128,1,3,1,24.0,0,0,2,17369,3,0,5
129,1,3,0,29.684746478873237,1,1,0,2668,9,2,3
130,0,3,1,45.0,0,0,2,347061,9,0,5
131,0,3,1,33.0,0,0,0,349241,9,0,5
132,0,3,1,20.0,0,0,2,3101307,25,0,5
133,0,3,0,47.0,1,0,2,3337,1,1,6
134,1,2,0,29.0,1,0,2,228414,9,1,6
135,0,2,1,25.0,0,0,2,29178,4,0,5
136,0,2,1,23.0,0,0,0,2133,21,0,5
137,1,1,0,19.0,0,2,2,11752,9,2,3
138,0,1,1,37.0,1,0,2,113803,9,1,5
139,0,3,1,16.0,0,0,2,7534,9,0,5
140,0,1,1,24.0,0,0,0,17593,10,0,5
141,0,3,0,29.684746478873237,0,2,0,2678,9,2,6
142,1,3,0,22.0,0,0,2,347081,9,0,3
143,1,3,0,24.0,1,0,2,3101279,27,1,6
144,0,3,1,19.0,0,0,1,365222,9,0,5
145,0,2,1,18.0,0,0,2,231945,9,0,5
146,0,2,1,19.0,1,1,2,33112,4,2,5
147,1,3,1,27.0,0,0,2,350043,9,0,5
148,0,3,0,9.0,2,2,2,6608,29,4,3
149,0,2,1,36.5,0,2,2,230080,9,2,5
150,0,2,1,42.0,0,0,2,244310,9,0,7
151,0,2,1,51.0,0,0,2,1166,13,0,7
152,1,1,0,22.0,1,0,2,113776,9,1,6
153,0,3,1,55.5,0,0,2,11206,1,0,5
154,0,3,1,40.5,0,2,2,851,1,2,5
155,0,3,1,29.684746478873237,0,0,2,265302,8,0,5
156,0,1,1,51.0,0,1,0,17597,10,1,5
157,1,3,0,16.0,0,0,1,35851,9,0,3
158,0,3,1,30.0,0,0,2,392090,25,0,5
159,0,3,1,29.684746478873237,0,0,2,315037,9,0,5
160,0,3,1,29.684746478873237,8,2,2,2343,4,10,2
161,0,3,1,44.0,0,1,2,371362,9,1,5
162,1,2,0,40.0,0,0,2,33595,4,0,6
163,0,3,1,26.0,0,0,2,347068,9,0,5
164,0,3,1,17.0,0,0,2,315093,9,0,5
165,0,3,1,1.0,4,1,2,3101295,9,5,2
166,1,3,1,9.0,0,2,2,363291,9,2,2
167,1,1,0,29.684746478873237,0,1,2,113505,9,1,6
168,0,3,0,45.0,1,4,2,347088,9,5,6
169,0,1,1,29.684746478873237,0,0,2,17318,10,0,5
170,0,3,1,28.0,0,0,2,1601,9,0,5
171,0,1,1,61.0,0,0,2,111240,9,0,5
172,0,3,1,4.0,4,1,1,382652,9,5,2
173,1,3,0,1.0,1,1,2,347742,9,2,3
174,0,3,1,21.0,0,0,2,3101280,26,0,5
175,0,1,1,56.0,0,0,0,17764,9,0,5
176,0,3,1,18.0,1,1,2,350404,9,2,5
177,0,3,1,29.684746478873237,3,1,2,4133,9,4,2
178,0,1,0,50.0,0,0,0,17595,10,0,3
179,0,2,1,30.0,0,0,2,250653,9,0,5
181,0,3,0,29.684746478873237,8,2,2,2343,4,10,3
182,0,2,1,29.684746478873237,0,0,0,2131,21,0,5
183,0,3,1,9.0,4,2,2,347077,9,6,2
184,1,2,1,1.0,2,1,2,230136,9,3,2
185,1,3,0,4.0,0,2,2,315153,9,2,3
186,0,1,1,29.684746478873237,0,0,2,113767,9,0,5
187,1,3,0,29.684746478873237,1,0,1,370365,9,1,6
188,1,1,1,45.0,0,0,2,111428,9,0,5
189,0,3,1,40.0,1,1,1,364849,9,2,5
190,0,3,1,36.0,0,0,2,349247,9,0,5
191,1,2,0,32.0,0,0,2,234604,9,0,6
192,0,2,1,19.0,0,0,2,28424,9,0,5
193,1,3,0,19.0,1,0,2,350046,9,1,3
194,1,2,1,3.0,1,1,2,230080,9,2,2
195,1,1,0,44.0,0,0,0,17610,10,0,6
196,1,1,0,58.0,0,0,0,17569,10,0,3
197,0,3,1,29.684746478873237,0,0,1,368703,9,0,5
198,0,3,1,42.0,0,1,2,4579,9,1,5
199,1,3,0,29.684746478873237,0,0,1,370370,9,0,3
200,0,2,0,24.0,0,0,2,248747,9,0,3
201,0,3,1,28.0,0,0,2,345770,9,0,5
202,0,3,1,29.684746478873237,8,2,2,2343,4,10,5
203,0,3,1,34.0,0,0,2,3101264,9,0,5
204,0,3,1,45.5,0,0,0,2628,9,0,5
205,1,3,1,18.0,0,0,2,3540,1,0,5
206,0,3,0,2.0,0,1,2,347054,9,1,3
207,0,3,1,32.0,1,0,2,3101278,9,1,5
208,1,3,1,26.0,0,0,0,2699,9,0,5
209,1,3,0,16.0,0,0,1,367231,9,0,3
210,1,1,1,40.0,0,0,0,112277,9,0,5
211,0,3,1,24.0,0,0,2,3101311,25,0,5
212,1,2,0,35.0,0,0,2,13528,7,0,3
213,0,3,1,22.0,0,0,2,21174,1,0,5
214,0,2,1,30.0,0,0,2,250646,9,0,5
215,0,3,1,29.684746478873237,1,0,1,367229,9,1,5
216,1,1,0,31.0,1,0,0,35273,9,1,3
217,1,3,0,27.0,0,0,2,3101283,27,0,3
218,0,2,1,42.0,1,0,2,243847,9,1,5
219,1,1,0,32.0,0,0,0,11813,9,0,3
220,0,2,1,30.0,0,0,2,14208,29,0,5
221,1,3,1,16.0,0,0,2,392089,25,0,5
222,0,2,1,27.0,0,0,2,220367,9,0,5
223,0,3,1,51.0,0,0,2,21440,9,0,5
224,0,3,1,29.684746478873237,0,0,2,349234,9,0,5
225,1,1,1,38.0,1,0,2,19943,9,1,5
226,0,3,1,22.0,0,0,2,4348,11,0,5
227,1,2,1,19.0,0,0,2,751,28,0,5
228,0,3,1,20.5,0,0,2,21173,1,0,5
229,0,2,1,18.0,0,0,2,236171,9,0,5
230,0,3,0,29.684746478873237,3,1,2,4133,9,4,3
231,1,1,0,35.0,1,0,2,36973,9,1,6
232,0,3,1,29.0,0,0,2,347067,9,0,5
233,0,2,1,59.0,0,0,2,237442,9,0,5
234,1,3,0,5.0,4,2,2,347077,9,6,3
235,0,2,1,24.0,0,0,2,29566,4,0,5
236,0,3,0,29.684746478873237,0,0,2,6609,29,0,3
237,0,2,1,44.0,1,0,2,26707,9,1,5
238,1,2,0,8.0,0,2,2,31921,4,2,3
239,0,2,1,19.0,0,0,2,28665,9,0,5
240,0,2,1,33.0,0,0,2,1585,20,0,5
241,0,3,0,29.684746478873237,1,0,0,2665,9,1,3
242,1,3,0,29.684746478873237,1,0,1,367230,9,1,3
243,0,2,1,29.0,0,0,2,14263,29,0,5
244,0,3,1,22.0,0,0,2,3101275,26,0,5
245,0,3,1,30.0,0,0,0,2694,9,0,5
246,0,1,1,44.0,2,0,1,19928,9,2,0
247,0,3,0,25.0,0,0,2,347071,9,0,3
248,1,2,0,24.0,0,2,2,250649,9,2,6
249,1,1,1,37.0,1,1,2,11751,9,2,5
250,0,2,1,54.0,1,0,2,244252,9,1,7
251,0,3,1,29.684746478873237,0,0,2,362316,9,0,5
252,0,3,0,29.0,1,1,2,347054,9,2,6
253,0,1,1,62.0,0,0,2,113514,9,0,5
254,0,3,1,30.0,1,0,2,3336,1,1,5
255,0,3,0,41.0,0,2,2,370129,9,2,6
256,1,3,0,29.0,0,2,0,2650,9,2,6
257,1,1,0,29.684746478873237,0,0,0,17585,10,0,6
258,1,1,0,30.0,0,0,2,110152,9,0,3
259,1,1,0,35.0,0,0,0,17755,10,0,3
260,1,2,0,50.0,0,1,2,230433,9,1,6
261,0,3,1,29.684746478873237,0,0,1,384461,9,0,5
262,1,3,1,3.0,4,2,2,347077,9,6,2
263,0,1,1,52.0,1,1,2,110413,9,2,5
264,0,1,1,40.0,0,0,2,112059,9,0,5
265,0,3,0,29.684746478873237,0,0,1,382649,9,0,3
266,0,2,1,36.0,0,0,2,17248,4,0,5
267,0,3,1,16.0,4,1,2,3101295,9,5,5
268,1,3,1,25.0,1,0,2,347083,9,1,5
269,1,1,0,58.0,0,1,2,17582,10,1,6
270,1,1,0,35.0,0,0,2,17760,10,0,3
271,0,1,1,29.684746478873237,0,0,2,113798,9,0,5
273,1,2,0,41.0,0,1,2,250644,9,1,6
274,0,1,1,37.0,0,1,0,17596,10,1,5
275,1,3,0,29.684746478873237,0,0,1,370375,9,0,3
276,1,1,0,63.0,1,0,2,13502,9,1,3
277,0,3,0,45.0,0,0,2,347073,9,0,3
278,0,2,1,29.684746478873237,0,0,2,239853,9,0,5
279,0,3,1,7.0,4,1,1,382652,9,5,2
280,1,3,0,35.0,1,1,2,2673,4,2,6
281,0,3,1,65.0,0,0,1,336439,9,0,5
282,0,3,1,28.0,0,0,2,347464,9,0,5
283,0,3,1,16.0,0,0,2,345778,9,0,5
284,1,3,1,19.0,0,0,2,10482,1,0,5
285,0,1,1,29.684746478873237,0,0,2,113056,9,0,5
286,0,3,1,33.0,0,0,0,349239,9,0,5
287,1,3,1,30.0,0,0,2,345774,9,0,5
288,0,3,1,22.0,0,0,2,349206,9,0,5
289,1,2,1,42.0,0,0,2,237798,9,0,5
290,1,3,0,22.0,0,0,1,370373,9,0,3
291,1,1,0,26.0,0,0,2,19877,9,0,3
292,1,1,0,19.0,1,0,0,11967,9,1,6
293,0,2,1,36.0,0,0,0,2163,21,0,5
294,0,3,0,24.0,0,0,2,349236,9,0,3
295,0,3,1,24.0,0,0,2,349233,9,0,5
296,0,1,1,29.684746478873237,0,0,0,17612,10,0,5
297,0,3,1,23.5,0,0,0,2693,9,0,5
298,0,1,0,2.0,1,2,2,113781,9,3,3
299,1,1,1,29.684746478873237,0,0,2,19988,9,0,5
300,1,1,0,50.0,0,1,0,17558,10,1,6
301,1,3,0,29.684746478873237,0,0,1,9234,9,0,3
302,1,3,1,29.684746478873237,2,0,1,367226,9,2,5
304,1,2,0,29.684746478873237,0,0,1,226593,9,0,3
305,0,3,1,29.684746478873237,0,0,2,2466,1,0,5
306,1,1,1,0.92,1,2,2,113781,9,3,2
307,1,1,0,29.684746478873237,0,0,0,17421,9,0,3
308,1,1,0,17.0,1,0,0,17758,10,1,6
309,0,2,1,30.0,1,0,0,3381,12,1,5
310,1,1,0,30.0,0,0,0,17485,10,0,3
311,1,1,0,24.0,0,0,0,11767,9,0,3
312,1,1,0,18.0,2,2,0,17608,10,4,3
313,0,2,0,26.0,1,1,2,250651,9,2,6
314,0,3,1,28.0,0,0,2,349243,9,0,5
315,0,2,1,43.0,1,1,2,13529,7,2,5
316,1,3,0,26.0,0,0,2,347470,9,0,3
317,1,2,0,24.0,1,0,2,244367,9,1,6
318,0,2,1,54.0,0,0,2,29011,9,0,0
319,1,1,0,31.0,0,2,2,36928,9,2,3
320,1,1,0,40.0,1,1,0,16966,9,2,6
321,0,3,1,22.0,0,0,2,21172,1,0,5
322,0,3,1,27.0,0,0,2,349219,9,0,5
323,1,2,0,30.0,0,0,1,234818,9,0,3
324,1,2,0,22.0,1,1,2,248738,9,2,6
325,0,3,1,29.684746478873237,8,2,2,2343,4,10,5
326,1,1,0,36.0,0,0,0,17760,10,0,3
327,0,3,1,61.0,0,0,2,345364,9,0,5
328,1,2,0,36.0,0,0,2,28551,9,0,6
329,1,3,0,31.0,1,1,2,363291,9,2,6
330,1,1,0,16.0,0,1,0,111361,9,1,3
331,1,3,0,29.684746478873237,2,0,1,367226,9,2,3
332,0,1,1,45.5,0,0,2,113043,9,0,5
333,0,1,1,38.0,0,1,2,17582,10,1,5
334,0,3,1,16.0,2,0,2,345764,9,2,5
335,1,1,0,29.684746478873237,1,0,2,17611,10,1,6
336,0,3,1,29.684746478873237,0,0,2,349225,9,0,5
337,0,1,1,29.0,1,0,2,113776,9,1,5
338,1,1,0,41.0,0,0,0,16966,9,0,3
339,1,3,1,45.0,0,0,2,7598,9,0,5
340,0,1,1,45.0,0,0,2,113784,9,0,5
341,1,2,1,2.0,1,1,2,230080,9,2,2
342,1,1,0,24.0,3,2,2,19950,9,5,3
343,0,2,1,28.0,0,0,2,248740,9,0,5
344,0,2,1,25.0,0,0,2,244361,9,0,5
345,0,2,1,36.0,0,0,2,229236,9,0,5
346,1,2,0,24.0,0,0,2,248733,9,0,3
347,1,2,0,40.0,0,0,2,31418,9,0,3
348,1,3,0,29.684746478873237,1,0,2,386525,9,1,6
349,1,3,1,3.0,1,1,2,37671,4,2,2
350,0,3,1,42.0,0,0,2,315088,9,0,5
351,0,3,1,23.0,0,0,2,7267,9,0,5
352,0,1,1,29.684746478873237,0,0,2,113510,9,0,5
353,0,3,1,15.0,1,1,0,2695,9,2,5
354,0,3,1,25.0,1,0,2,349237,9,1,5
355,0,3,1,29.684746478873237,0,0,0,2647,9,0,5
356,0,3,1,28.0,0,0,2,345783,9,0,5
357,1,1,0,22.0,0,1,2,113505,9,1,3
358,0,2,0,38.0,0,0,2,237671,9,0,3
359,1,3,0,29.684746478873237,0,0,1,330931,9,0,3
360,1,3,0,29.684746478873237,0,0,1,330980,9,0,3
361,0,3,1,40.0,1,4,2,347088,9,5,5
362,0,2,1,29.0,1,0,0,2167,21,1,5
363,0,3,0,45.0,0,1,0,2691,9,1,6
364,0,3,1,35.0,0,0,2,3101310,25,0,5
365,0,3,1,29.684746478873237,1,0,1,370365,9,1,5
366,0,3,1,30.0,0,0,2,7076,3,0,5
367,1,1,0,60.0,1,0,0,110813,9,1,6
368,1,3,0,29.684746478873237,0,0,0,2626,9,0,6
369,1,3,0,29.684746478873237,0,0,1,14313,9,0,3
370,1,1,0,24.0,0,0,0,17477,10,0,4
371,1,1,1,25.0,1,0,0,11765,9,1,5
372,0,3,1,18.0,1,0,2,3101267,9,1,5
373,0,3,1,19.0,0,0,2,323951,9,0,5
374,0,1,1,22.0,0,0,0,17760,10,0,5
375,0,3,0,3.0,3,1,2,349909,9,4,3
376,1,1,0,29.684746478873237,1,0,0,17604,10,1,6
377,1,3,0,22.0,0,0,2,7077,3,0,3
378,0,1,1,27.0,0,2,0,113503,9,2,5
379,0,3,1,20.0,0,0,0,2648,9,0,5
380,0,3,1,19.0,0,0,2,347069,9,0,5
381,1,1,0,42.0,0,0,0,17757,10,0,3
382,1,3,0,1.0,0,2,0,2653,9,2,3
383,0,3,1,32.0,0,0,2,3101293,26,0,5
384,1,1,0,35.0,1,0,2,113789,9,1,6
385,0,3,1,29.684746478873237,0,0,2,349227,9,0,5
386,0,2,1,18.0,0,0,2,14879,22,0,5
387,0,3,1,1.0,5,2,2,2144,4,7,2
388,1,2,0,36.0,0,0,2,27849,9,0,3
389,0,3,1,29.684746478873237,0,0,1,367655,9,0,5
390,1,2,0,17.0,0,0,0,1748,16,0,3
391,1,1,1,36.0,1,2,2,113760,9,3,5
392,1,3,1,21.0,0,0,2,350034,9,0,5
393,0,3,1,28.0,2,0,2,3101277,9,2,5
394,1,1,0,23.0,1,0,0,35273,9,1,3
395,1,3,0,24.0,0,2,2,9549,11,2,6
396,0,3,1,22.0,0,0,2,350052,9,0,5
397,0,3,0,31.0,0,0,2,350407,9,0,3
398,0,2,1,46.0,0,0,2,28403,9,0,5
399,0,2,1,23.0,0,0,2,244278,9,0,0
400,1,2,0,28.0,0,0,2,240929,9,0,6
401,1,3,1,39.0,0,0,2,3101289,26,0,5
402,0,3,1,26.0,0,0,2,341826,9,0,5
403,0,3,0,21.0,1,0,2,4137,9,1,3
404,0,3,1,28.0,1,0,2,3101279,27,1,5
405,0,3,0,20.0,0,0,2,315096,9,0,3
406,0,2,1,34.0,1,0,2,28664,9,1,5
407,0,3,1,51.0,0,0,2,347064,9,0,5
408,1,2,1,3.0,1,1,2,29106,9,2,2
409,0,3,1,21.0,0,0,2,312992,9,0,5
410,0,3,0,29.684746478873237,3,1,2,4133,9,4,3
411,0,3,1,29.684746478873237,0,0,2,349222,9,0,5
412,0,3,1,29.684746478873237,0,0,1,394140,9,0,5
413,1,1,0,33.0,1,0,1,19928,9,1,3
414,0,2,1,29.684746478873237,0,0,2,239853,9,0,5
415,1,3,1,44.0,0,0,2,3101269,26,0,5
416,0,3,0,29.684746478873237,0,0,2,343095,9,0,6
417,1,2,0,34.0,1,1,2,28220,9,2,6
418,1,2,0,18.0,0,2,2,250652,9,2,3
419,0,2,1,30.0,0,0,2,28228,9,0,5
420,0,3,0,10.0,0,2,2,345773,9,2,3
421,0,3,1,29.684746478873237,0,0,0,349254,9,0,5
422,0,3,1,21.0,0,0,1,13032,1,0,5
423,0,3,1,29.0,0,0,2,315082,9,0,5
424,0,3,0,28.0,1,1,2,347080,9,2,6
425,0,3,1,18.0,1,1,2,370129,9,2,5
426,0,3,1,29.684746478873237,0,0,2,34244,0,0,5
427,1,2,0,28.0,1,0,2,2003,9,1,6
428,1,2,0,19.0,0,0,2,250655,9,0,3
429,0,3,1,29.684746478873237,0,0,1,364851,9,0,5
430,1,3,1,32.0,0,0,2,392078,25,0,5
431,1,1,1,28.0,0,0,2,110564,9,0,5
432,1,3,0,29.684746478873237,1,0,2,376564,9,1,6
433,1,2,0,42.0,1,0,2,3085,17,1,6
434,0,3,1,17.0,0,0,2,3101274,26,0,5
435,0,1,1,50.0,1,0,2,13507,9,1,5
436,1,1,0,14.0,1,2,2,113760,9,3,3
437,0,3,0,21.0,2,2,2,6608,29,4,3
438,1,2,0,24.0,2,3,2,29106,9,5,6
439,0,1,1,64.0,1,4,2,19950,9,5,5
440,0,2,1,31.0,0,0,2,18723,4,0,5
441,1,2,0,45.0,1,1,2,13529,7,2,6
442,0,3,1,20.0,0,0,2,345769,9,0,5
443,0,3,1,25.0,1,0,2,347076,9,1,5
444,1,2,0,28.0,0,0,2,230434,9,0,3
445,1,3,1,29.684746478873237,0,0,2,65306,9,0,5
446,1,1,1,4.0,0,2,2,33638,9,2,2
447,1,2,0,13.0,0,1,2,250644,9,1,3
448,1,1,1,34.0,0,0,2,113794,9,0,5
449,1,3,0,5.0,2,1,0,2666,9,3,3
450,1,1,1,52.0,0,0,2,113786,9,0,8
451,0,2,1,36.0,1,2,2,34651,4,3,5
452,0,3,1,29.684746478873237,1,0,2,65303,9,1,5
453,0,1,1,30.0,0,0,0,113051,9,0,5
454,1,1,1,49.0,1,0,0,17453,9,1,5
455,0,3,1,29.684746478873237,0,0,2,2817,1,0,5
456,1,3,1,29.0,0,0,0,349240,9,0,5
457,0,1,1,65.0,0,0,2,13509,9,0,5
458,1,1,0,29.684746478873237,1,0,2,17464,9,1,6
459,1,2,0,50.0,0,0,2,13531,7,0,3
460,0,3,1,29.684746478873237,0,0,1,371060,9,0,5
461,1,1,1,48.0,0,0,2,19952,9,0,5
462,0,3,1,34.0,0,0,2,364506,9,0,5
463,0,1,1,47.0,0,0,2,111320,9,0,5
464,0,2,1,48.0,0,0,2,234360,9,0,5
465,0,3,1,29.684746478873237,0,0,2,2816,2,0,5
466,0,3,1,38.0,0,0,2,3101306,25,0,5
467,0,2,1,29.684746478873237,0,0,2,239853,9,0,5
468,0,1,1,56.0,0,0,2,113792,9,0,5
469,0,3,1,29.684746478873237,0,0,1,36209,9,0,5
470,1,3,0,0.75,2,1,0,2666,9,3,3
471,0,3,1,29.684746478873237,0,0,2,323592,9,0,5
472,0,3,1,38.0,0,0,2,315089,9,0,5
473,1,2,0,33.0,1,2,2,34651,4,3,6
474,1,2,0,23.0,0,0,0,541,18,0,6
475,0,3,0,22.0,0,0,2,7553,9,0,3
476,0,1,1,29.684746478873237,0,0,2,110465,9,0,5
477,0,2,1,34.0,1,0,2,31027,9,1,5
478,0,3,1,29.0,1,0,2,3460,9,1,5
479,0,3,1,22.0,0,0,2,350060,9,0,5
480,1,3,0,2.0,0,1,2,3101298,9,1,3
481,0,3,1,9.0,5,2,2,2144,4,7,2
482,0,2,1,29.684746478873237,0,0,2,239854,9,0,5
483,0,3,1,50.0,0,0,2,3594,1,0,5
484,1,3,0,63.0,0,0,2,4134,9,0,6
485,1,1,1,25.0,1,0,0,11967,9,1,5
486,0,3,0,29.684746478873237,3,1,2,4133,9,4,3
487,1,1,0,35.0,1,0,2,19943,9,1,6
488,0,1,1,58.0,0,0,0,11771,9,0,5
489,0,3,1,30.0,0,0,2,18509,1,0,5
490,1,3,1,9.0,1,1,2,37671,4,2,2
491,0,3,1,29.684746478873237,1,0,2,65304,9,1,5
492,0,3,1,21.0,0,0,2,3101317,25,0,5
493,0,1,1,55.0,0,0,2,113787,9,0,5
494,0,1,1,71.0,0,0,0,17609,10,0,5
495,0,3,1,21.0,0,0,2,45380,0,0,5
496,0,3,1,29.684746478873237,0,0,0,2627,9,0,5
497,1,1,0,54.0,1,0,0,36947,9,1,3
498,0,3,1,29.684746478873237,0,0,2,6212,4,0,5
499,0,1,0,25.0,1,2,2,113781,9,3,6
500,0,3,1,24.0,0,0,2,350035,9,0,5
501,0,3,1,17.0,0,0,2,315086,9,0,5
